q,window_lo,window_hi,lambda,eta,hit_prob,W_star,W_lo,W_hi,n
0.5,0.5,3.0,0.006,0.14,0.467,0.033019272488946275,0.016509636244473137,0.09905781746683882,2000
0.5,0.5,3.0,0.006,0.2,0.7925,0.033019272488946275,0.016509636244473137,0.09905781746683882,2000
0.5,0.5,3.0,0.006,0.28,0.9575,0.033019272488946275,0.016509636244473137,0.09905781746683882,2000
0.5,0.5,3.0,0.006,0.4,0.9945,0.033019272488946275,0.016509636244473137,0.09905781746683882,2000
0.5,0.5,3.0,0.006,0.6,1.0,0.033019272488946275,0.016509636244473137,0.09905781746683882,2000
0.5,0.5,3.0,0.006,0.85,1.0,0.033019272488946275,0.016509636244473137,0.09905781746683882,2000
0.5,0.5,3.0,0.006,1.1,1.0,0.033019272488946275,0.016509636244473137,0.09905781746683882,2000
0.5,0.5,3.0,0.008,0.0,0.0,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.5,0.5,3.0,0.008,0.02,0.0,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.5,0.5,3.0,0.008,0.035,0.0,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.5,0.5,3.0,0.008,0.05,0.0,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.5,0.5,3.0,0.008,0.07,0.0105,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.5,0.5,3.0,0.008,0.1,0.1,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.5,0.5,3.0,0.008,0.14,0.335,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.5,0.5,3.0,0.008,0.2,0.6655,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.5,0.5,3.0,0.008,0.28,0.893,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.5,0.5,3.0,0.008,0.4,0.9885,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.5,0.5,3.0,0.008,0.6,0.9995,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.5,0.5,3.0,0.008,0.85,0.9995,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.5,0.5,3.0,0.008,1.1,1.0,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.5,0.5,3.0,0.012,0.0,0.0,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.5,0.5,3.0,0.012,0.02,0.0,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.5,0.5,3.0,0.012,0.035,0.0,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.5,0.5,3.0,0.012,0.05,0.0,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.5,0.5,3.0,0.012,0.07,0.0015,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.5,0.5,3.0,0.012,0.1,0.031,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.5,0.5,3.0,0.012,0.14,0.184,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.5,0.5,3.0,0.012,0.2,0.5,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.5,0.5,3.0,0.012,0.28,0.7745,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.5,0.5,3.0,0.012,0.4,0.9495,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.5,0.5,3.0,0.012,0.6,0.999,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.5,0.5,3.0,0.012,0.85,1.0,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.5,0.5,3.0,0.012,1.1,1.0,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.5,0.5,3.0,0.016,0.0,0.0,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.5,0.5,3.0,0.016,0.02,0.0,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.5,0.5,3.0,0.016,0.035,0.0,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.5,0.5,3.0,0.016,0.05,0.0,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.5,0.5,3.0,0.016,0.07,0.0,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.5,0.5,3.0,0.016,0.1,0.0095,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.5,0.5,3.0,0.016,0.14,0.1095,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.5,0.5,3.0,0.016,0.2,0.3405,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.5,0.5,3.0,0.016,0.28,0.659,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.5,0.5,3.0,0.016,0.4,0.9015,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.5,0.5,3.0,0.016,0.6,0.9935,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.5,0.5,3.0,0.016,0.85,0.9995,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.5,0.5,3.0,0.016,1.1,1.0,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.5,0.5,3.0,0.024,0.0,0.0,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.5,0.5,3.0,0.024,0.02,0.0,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.5,0.5,3.0,0.024,0.035,0.0,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.5,0.5,3.0,0.024,0.05,0.0,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.5,0.5,3.0,0.024,0.07,0.0,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.5,0.5,3.0,0.024,0.1,0.001,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.5,0.5,3.0,0.024,0.14,0.0255,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.5,0.5,3.0,0.024,0.2,0.1755,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.5,0.5,3.0,0.024,0.28,0.449,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.5,0.5,3.0,0.024,0.4,0.7845,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.5,0.5,3.0,0.024,0.6,0.9645,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.5,0.5,3.0,0.024,0.85,0.999,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.5,0.5,3.0,0.024,1.1,0.9995,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.5,0.5,3.0,0.032,0.0,0.0,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.5,0.5,3.0,0.032,0.02,0.0,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.5,0.5,3.0,0.032,0.035,0.0,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.5,0.5,3.0,0.032,0.05,0.0,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.5,0.5,3.0,0.032,0.07,0.0,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.5,0.5,3.0,0.032,0.1,0.0,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.5,0.5,3.0,0.032,0.14,0.0075,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.5,0.5,3.0,0.032,0.2,0.0775,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.5,0.5,3.0,0.032,0.28,0.3255,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.5,0.5,3.0,0.032,0.4,0.6765,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.5,0.5,3.0,0.032,0.6,0.929,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.5,0.5,3.0,0.032,0.85,0.99,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.5,0.5,3.0,0.032,1.1,1.0,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.5,0.5,3.0,0.048,0.0,0.0,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.5,0.5,3.0,0.048,0.02,0.0,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.5,0.5,3.0,0.048,0.035,0.0,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.5,0.5,3.0,0.048,0.05,0.0,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.5,0.5,3.0,0.048,0.07,0.0,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.5,0.5,3.0,0.048,0.1,0.0,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.5,0.5,3.0,0.048,0.14,0.001,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.5,0.5,3.0,0.048,0.2,0.0315,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.5,0.5,3.0,0.048,0.28,0.1685,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.5,0.5,3.0,0.048,0.4,0.4595,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.5,0.5,3.0,0.048,0.6,0.8105,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.5,0.5,3.0,0.048,0.85,0.959,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.5,0.5,3.0,0.048,1.1,0.99,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.5,0.5,3.0,0.064,0.0,0.0,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.5,0.5,3.0,0.064,0.02,0.0,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.5,0.5,3.0,0.064,0.035,0.0,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.5,0.5,3.0,0.064,0.05,0.0,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.5,0.5,3.0,0.064,0.07,0.0,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.5,0.5,3.0,0.064,0.1,0.0,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.5,0.5,3.0,0.064,0.14,0.001,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.5,0.5,3.0,0.064,0.2,0.012,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.5,0.5,3.0,0.064,0.28,0.099,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.5,0.5,3.0,0.064,0.4,0.3325,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.5,0.5,3.0,0.064,0.6,0.7065,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.5,0.5,3.0,0.064,0.85,0.9285,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.5,0.5,3.0,0.064,1.1,0.983,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.75,0.5,2.0,0.004,0.0,0.0,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.75,0.5,2.0,0.004,0.02,0.0,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.75,0.5,2.0,0.004,0.035,0.0,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.75,0.5,2.0,0.004,0.05,0.003,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.75,0.5,2.0,0.004,0.07,0.0495,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.75,0.5,2.0,0.004,0.1,0.261,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.75,0.5,2.0,0.004,0.14,0.552,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.75,0.5,2.0,0.004,0.2,0.82,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.75,0.5,2.0,0.004,0.28,0.964,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.75,0.5,2.0,0.004,0.4,0.9955,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.75,0.5,2.0,0.004,0.6,0.9995,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.75,0.5,2.0,0.004,0.85,1.0,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.75,0.5,2.0,0.004,1.1,1.0,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.75,0.5,2.0,0.006,0.0,0.0,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.75,0.5,2.0,0.006,0.02,0.0,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.75,0.5,2.0,0.006,0.035,0.0,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.75,0.5,2.0,0.006,0.05,0.0,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.75,0.5,2.0,0.006,0.07,0.012,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.75,0.5,2.0,0.006,0.1,0.117,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.75,0.5,2.0,0.006,0.14,0.352,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.75,0.5,2.0,0.006,0.2,0.6835,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.75,0.5,2.0,0.006,0.28,0.882,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.75,0.5,2.0,0.006,0.4,0.985,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.75,0.5,2.0,0.006,0.6,1.0,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.75,0.5,2.0,0.006,0.85,1.0,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.75,0.5,2.0,0.006,1.1,1.0,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.75,0.5,2.0,0.008,0.0,0.0,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.75,0.5,2.0,0.008,0.02,0.0,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.75,0.5,2.0,0.008,0.035,0.0,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.75,0.5,2.0,0.008,0.05,0.0,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.75,0.5,2.0,0.008,0.07,0.0065,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.75,0.5,2.0,0.008,0.1,0.0585,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.75,0.5,2.0,0.008,0.14,0.2395,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.75,0.5,2.0,0.008,0.2,0.538,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.75,0.5,2.0,0.008,0.28,0.821,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.75,0.5,2.0,0.008,0.4,0.96,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.75,0.5,2.0,0.008,0.6,0.9975,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.75,0.5,2.0,0.008,0.85,1.0,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.75,0.5,2.0,0.008,1.1,1.0,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.75,0.5,2.0,0.012,0.0,0.0,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.75,0.5,2.0,0.012,0.02,0.0,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.75,0.5,2.0,0.012,0.035,0.0,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.75,0.5,2.0,0.012,0.05,0.0,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.75,0.5,2.0,0.012,0.07,0.001,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.75,0.5,2.0,0.012,0.1,0.013,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.75,0.5,2.0,0.012,0.14,0.1045,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.75,0.5,2.0,0.012,0.2,0.3485,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.75,0.5,2.0,0.012,0.28,0.6515,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.75,0.5,2.0,0.012,0.4,0.9075,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.75,0.5,2.0,0.012,0.6,0.984,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.75,0.5,2.0,0.012,0.85,0.9995,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.75,0.5,2.0,0.012,1.1,1.0,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.75,0.5,2.0,0.016,0.0,0.0,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.75,0.5,2.0,0.016,0.02,0.0,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.75,0.5,2.0,0.016,0.035,0.0,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.75,0.5,2.0,0.016,0.05,0.0,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.75,0.5,2.0,0.016,0.07,0.0,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.75,0.5,2.0,0.016,0.1,0.0025,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.75,0.5,2.0,0.016,0.14,0.0585,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.75,0.5,2.0,0.016,0.2,0.244,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.75,0.5,2.0,0.016,0.28,0.5415,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.75,0.5,2.0,0.016,0.4,0.827,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.75,0.5,2.0,0.016,0.6,0.9745,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.75,0.5,2.0,0.016,0.85,0.998,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.75,0.5,2.0,0.016,1.1,1.0,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.75,0.5,2.0,0.024,0.0,0.0,0.08320335292207617,0.04160167646103809,0.16640670584415235,2000
0.75,0.5,2.0,0.024,0.02,0.0,0.08320335292207617,0.04160167646103809,0.16640670584415235,2000
0.75,0.5,2.0,0.024,0.035,0.0,0.08320335292207617,0.04160167646103809,0.16640670584415235,2000
0.75,0.5,2.0,0.024,0.05,0.0,0.08320335292207617,0.04160167646103809,0.16640670584415235,2000
0.75,0.5,2.0,0.024,0.07,0.0,0.08320335292207617,0.04160167646103809,0.16640670584415235,2000
0.75,0.5,2.0,0.024,0.1,0.0005,0.08320335292207617,0.04160167646103809,0.16640670584415235,2000
0.75,0.5,2.0,0.024,0.14,0.0175,0.08320335292207617,0.04160167646103809,0.16640670584415235,2000
0.75,0.5,2.0,0.024,0.2,0.115,0.08320335292207617,0.04160167646103809,0.16640670584415235,2000
0.75,0.5,2.0,0.024,0.28,0.3475,0.08320335292207617,0.04160167646103809,0.16640670584415235,2000
0.75,0.5,2.0,0.024,0.4,0.6675,0.08320335292207617,0.04160167646103809,0.16640670584415235,2000
0.75,0.5,2.0,0.024,0.6,0.9235,0.08320335292207617,0.04160167646103809,0.16640670584415235,2000
0.75,0.5,2.0,0.024,0.85,0.9885,0.08320335292207617,0.04160167646103809,0.16640670584415235,2000
0.75,0.5,2.0,0.024,1.1,0.999,0.08320335292207617,0.04160167646103809,0.16640670584415235,2000
0.75,0.5,2.0,0.032,0.0,0.0,0.10079368399158986,0.05039684199579493,0.20158736798317972,2000
0.75,0.5,2.0,0.032,0.02,0.0,0.10079368399158986,0.05039684199579493,0.20158736798317972,2000
0.75,0.5,2.0,0.032,0.035,0.0,0.10079368399158986,0.05039684199579493,0.20158736798317972,2000
0.75,0.5,2.0,0.032,0.05,0.0,0.10079368399158986,0.05039684199579493,0.20158736798317972,2000
0.75,0.5,2.0,0.032,0.07,0.0,0.10079368399158986,0.05039684199579493,0.20158736798317972,2000
0.75,0.5,2.0,0.032,0.1,0.0,0.10079368399158986,0.05039684199579493,0.20158736798317972,2000
0.75,0.5,2.0,0.032,0.14,0.005,0.10079368399158986,0.05039684199579493,0.20158736798317972,2000
0.75,0.5,2.0,0.032,0.2,0.0575,0.10079368399158986,0.05039684199579493,0.20158736798317972,2000
0.75,0.5,2.0,0.032,0.28,0.241,0.10079368399158986,0.05039684199579493,0.20158736798317972,2000
0.75,0.5,2.0,0.032,0.4,0.54,0.10079368399158986,0.05039684199579493,0.20158736798317972,2000
0.75,0.5,2.0,0.032,0.6,0.851,0.10079368399158986,0.05039684199579493,0.20158736798317972,2000
0.75,0.5,2.0,0.032,0.85,0.9725,0.10079368399158986,0.05039684199579493,0.20158736798317972,2000
0.75,0.5,2.0,0.032,1.1,0.999,0.10079368399158986,0.05039684199579493,0.20158736798317972,2000
0.75,0.5,2.0,0.048,0.0,0.0,0.13207708995578507,0.06603854497789254,0.26415417991157014,2000
0.75,0.5,2.0,0.048,0.02,0.0,0.13207708995578507,0.06603854497789254,0.26415417991157014,2000
0.75,0.5,2.0,0.048,0.035,0.0,0.13207708995578507,0.06603854497789254,0.26415417991157014,2000
0.75,0.5,2.0,0.048,0.05,0.0,0.13207708995578507,0.06603854497789254,0.26415417991157014,2000
0.75,0.5,2.0,0.048,0.07,0.0,0.13207708995578507,0.06603854497789254,0.26415417991157014,2000
0.75,0.5,2.0,0.048,0.1,0.0,0.13207708995578507,0.06603854497789254,0.26415417991157014,2000
0.75,0.5,2.0,0.048,0.14,0.0,0.13207708995578507,0.06603854497789254,0.26415417991157014,2000
0.75,0.5,2.0,0.048,0.2,0.0195,0.13207708995578507,0.06603854497789254,0.26415417991157014,2000
0.75,0.5,2.0,0.048,0.28,0.1125,0.13207708995578507,0.06603854497789254,0.26415417991157014,2000
0.75,0.5,2.0,0.048,0.4,0.349,0.13207708995578507,0.06603854497789254,0.26415417991157014,2000
0.75,0.5,2.0,0.048,0.6,0.7265,0.13207708995578507,0.06603854497789254,0.26415417991157014,2000
0.75,0.5,2.0,0.048,0.85,0.922,0.13207708995578507,0.06603854497789254,0.26415417991157014,2000
0.75,0.5,2.0,0.048,1.1,0.9795,0.13207708995578507,0.06603854497789254,0.26415417991157014,2000
0.75,0.5,2.0,0.064,0.0,0.0,0.16000000000000003,0.08000000000000002,0.32000000000000006,2000
0.75,0.5,2.0,0.064,0.02,0.0,0.16000000000000003,0.08000000000000002,0.32000000000000006,2000
0.75,0.5,2.0,0.064,0.035,0.0,0.16000000000000003,0.08000000000000002,0.32000000000000006,2000
0.75,0.5,2.0,0.064,0.05,0.0,0.16000000000000003,0.08000000000000002,0.32000000000000006,2000
0.75,0.5,2.0,0.064,0.07,0.0,0.16000000000000003,0.08000000000000002,0.32000000000000006,2000
0.75,0.5,2.0,0.064,0.1,0.0,0.16000000000000003,0.08000000000000002,0.32000000000000006,2000
0.75,0.5,2.0,0.064,0.14,0.0,0.16000000000000003,0.08000000000000002,0.32000000000000006,2000
0.75,0.5,2.0,0.064,0.2,0.006,0.16000000000000003,0.08000000000000002,0.32000000000000006,2000
0.75,0.5,2.0,0.064,0.28,0.0585,0.16000000000000003,0.08000000000000002,0.32000000000000006,2000
0.75,0.5,2.0,0.064,0.4,0.2525,0.16000000000000003,0.08000000000000002,0.32000000000000006,2000
0.75,0.5,2.0,0.064,0.6,0.608,0.16000000000000003,0.08000000000000002,0.32000000000000006,2000
0.75,0.5,2.0,0.064,0.85,0.8415,0.16000000000000003,0.08000000000000002,0.32000000000000006,2000
0.75,0.5,2.0,0.064,1.1,0.955,0.16000000000000003,0.08000000000000002,0.32000000000000006,2000
0.75,0.25,2.0,0.004,0.0,0.0,0.02519842099789747,0.006299605249474367,0.05039684199579494,2000
0.75,0.25,2.0,0.004,0.02,0.0,0.02519842099789747,0.006299605249474367,0.05039684199579494,2000
0.75,0.25,2.0,0.004,0.035,0.0005,0.02519842099789747,0.006299605249474367,0.05039684199579494,2000
0.75,0.25,2.0,0.004,0.05,0.02,0.02519842099789747,0.006299605249474367,0.05039684199579494,2000
0.75,0.25,2.0,0.004,0.07,0.115,0.02519842099789747,0.006299605249474367,0.05039684199579494,2000
0.75,0.25,2.0,0.004,0.1,0.352,0.02519842099789747,0.006299605249474367,0.05039684199579494,2000
0.75,0.25,2.0,0.004,0.14,0.636,0.02519842099789747,0.006299605249474367,0.05039684199579494,2000
0.75,0.25,2.0,0.004,0.2,0.874,0.02519842099789747,0.006299605249474367,0.05039684199579494,2000
0.75,0.25,2.0,0.004,0.28,0.978,0.02519842099789747,0.006299605249474367,0.05039684199579494,2000
0.75,0.25,2.0,0.004,0.4,0.9975,0.02519842099789747,0.006299605249474367,0.05039684199579494,2000
0.75,0.25,2.0,0.004,0.6,1.0,0.02519842099789747,0.006299605249474367,0.05039684199579494,2000
0.75,0.25,2.0,0.004,0.85,1.0,0.02519842099789747,0.006299605249474367,0.05039684199579494,2000
0.75,0.25,2.0,0.004,1.1,1.0,0.02519842099789747,0.006299605249474367,0.05039684199579494,2000
0.75,0.25,2.0,0.006,0.0,0.0,0.033019272488946275,0.008254818122236569,0.06603854497789255,2000
0.75,0.25,2.0,0.006,0.02,0.0,0.033019272488946275,0.008254818122236569,0.06603854497789255,2000
0.75,0.25,2.0,0.006,0.035,0.0,0.033019272488946275,0.008254818122236569,0.06603854497789255,2000
0.75,0.25,2.0,0.006,0.05,0.0055,0.033019272488946275,0.008254818122236569,0.06603854497789255,2000
0.75,0.25,2.0,0.006,0.07,0.0465,0.033019272488946275,0.008254818122236569,0.06603854497789255,2000
0.75,0.25,2.0,0.006,0.1,0.206,0.033019272488946275,0.008254818122236569,0.06603854497789255,2000
0.75,0.25,2.0,0.006,0.14,0.4585,0.033019272488946275,0.008254818122236569,0.06603854497789255,2000
0.75,0.25,2.0,0.006,0.2,0.7325,0.033019272488946275,0.008254818122236569,0.06603854497789255,2000
0.75,0.25,2.0,0.006,0.28,0.9335,0.033019272488946275,0.008254818122236569,0.06603854497789255,2000
0.75,0.25,2.0,0.006,0.4,0.993,0.033019272488946275,0.008254818122236569,0.06603854497789255,2000
0.75,0.25,2.0,0.006,0.6,1.0,0.033019272488946275,0.008254818122236569,0.06603854497789255,2000
0.75,0.25,2.0,0.006,0.85,1.0,0.033019272488946275,0.008254818122236569,0.06603854497789255,2000
0.75,0.25,2.0,0.006,1.1,1.0,0.033019272488946275,0.008254818122236569,0.06603854497789255,2000
0.75,0.25,2.0,0.008,0.0,0.0,0.04000000000000001,0.010000000000000002,0.08000000000000002,2000
0.75,0.25,2.0,0.008,0.02,0.0,0.04000000000000001,0.010000000000000002,0.08000000000000002,2000
0.75,0.25,2.0,0.008,0.035,0.0,0.04000000000000001,0.010000000000000002,0.08000000000000002,2000
0.75,0.25,2.0,0.008,0.05,0.001,0.04000000000000001,0.010000000000000002,0.08000000000000002,2000
0.75,0.25,2.0,0.008,0.07,0.0185,0.04000000000000001,0.010000000000000002,0.08000000000000002,2000
0.75,0.25,2.0,0.008,0.1,0.132,0.04000000000000001,0.010000000000000002,0.08000000000000002,2000
0.75,0.25,2.0,0.008,0.14,0.3525,0.04000000000000001,0.010000000000000002,0.08000000000000002,2000
0.75,0.25,2.0,0.008,0.2,0.6465,0.04000000000000001,0.010000000000000002,0.08000000000000002,2000
0.75,0.25,2.0,0.008,0.28,0.8675,0.04000000000000001,0.010000000000000002,0.08000000000000002,2000
0.75,0.25,2.0,0.008,0.4,0.9805,0.04000000000000001,0.010000000000000002,0.08000000000000002,2000
0.75,0.25,2.0,0.008,0.6,0.998,0.04000000000000001,0.010000000000000002,0.08000000000000002,2000
0.75,0.25,2.0,0.008,0.85,1.0,0.04000000000000001,0.010000000000000002,0.08000000000000002,2000
0.75,0.25,2.0,0.008,1.1,1.0,0.04000000000000001,0.010000000000000002,0.08000000000000002,2000
0.75,0.25,2.0,0.012,0.0,0.0,0.05241482788417794,0.013103706971044486,0.10482965576835589,2000
0.75,0.25,2.0,0.012,0.02,0.0,0.05241482788417794,0.013103706971044486,0.10482965576835589,2000
0.75,0.25,2.0,0.012,0.035,0.0,0.05241482788417794,0.013103706971044486,0.10482965576835589,2000
